,user,komunikacyjne,mieszkanie,rolne,upraw,NNW,firm,OC,zwierzat,inne,na_zycie,grupowe,travel,<5000,<10000,<50000,<100000,+1000000,high,low,+100000
6850,191462001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6851,17421999-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
6852,117442001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6853,672962019-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6854,493712012-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6855,522512014-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6856,288962006-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6857,671142019-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6858,542052014-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
6859,161432001-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6860,334172008-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6861,181702001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6862,64981999-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6863,140182001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6864,519852014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6865,513352013-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6866,529032014-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6867,595342015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6868,575962014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
6869,84541999-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6870,536902014-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6871,555172014-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6872,114932001-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6873,495342012-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6874,202682001-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6875,233422002-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6876,161432001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6877,193982001-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6878,245852004-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6879,361992010-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6880,108312001-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6881,269932005-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6882,503002012-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6883,106902001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6884,566732014-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6885,239382003-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6886,244912003-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6887,678312019-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6888,223632001-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6889,197732001-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6890,213732001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6891,192842001-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6892,524102014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6893,491522011-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6894,324092008-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6895,549792014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6896,213762001-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6897,499362012-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6898,35751999-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6899,297602006-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6900,524962014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6901,541682014-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
6902,540822014-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6903,552032014-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6904,507642013-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6905,311122007-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6906,199022001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6907,196432001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6908,94512001-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6909,294512006-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6910,96662001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6911,356182010-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6912,129472001-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6913,368372011-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6914,267652005-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6915,607102016-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6916,212312001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6917,72851999-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6918,488192011-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
6919,188832001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6920,573672014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6921,542802014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6922,592982015-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6923,66931999-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6924,564862014-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
6925,302182007-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6926,259852005-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6927,484582011-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6928,206922001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6929,616962016-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6930,106972001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6931,175472001-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6932,89282000-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
6933,308832007-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6934,341212009-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6935,541842014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6936,156662001-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6937,256072004-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6938,581242014-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6939,524492014-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
6940,369822011-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6941,306282007-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6942,220772001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
6943,492882012-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6944,598122015-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6945,124992001-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6946,674562019-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6947,526252014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6948,541122014-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6949,311752007-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6950,76211999-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
6951,550772014-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6952,273562006-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6953,256122004-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6954,208182001-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
6955,99592001-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6956,235872003-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6957,352152010-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6958,541532014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6959,100842001-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6960,541462014-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6961,676592019-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6962,569732014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
6963,47721999-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6964,361432010-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6965,84331999-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6966,578572014-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6967,597972015-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6968,230612002-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6969,343422009-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6970,541362014-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
6971,297122006-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6972,346812009-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6973,532112014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6974,243382003-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6975,264722005-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6976,266312005-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6977,562512014-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6978,109332001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6979,547202014-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6980,269742005-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6981,138142001-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6982,590592015-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6983,673462019-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6984,672982019-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6985,75921999-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
6986,562172014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6987,227482002-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6988,314712007-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6989,291632006-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6990,286502006-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
6991,304352007-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
6992,297532006-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6993,535102014-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
6994,201712001-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
6995,109172001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6996,144422001-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6997,109172001-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6998,579482014-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6999,592532015-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
7000,577122014-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7001,491592011-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7002,217822001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7003,271222005-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7004,95702001-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7005,611162016-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7006,363312010-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7007,525562014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7008,522922014-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7009,272262005-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
7010,309412007-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
7011,367362011-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7012,609522016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7013,502892012-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7014,111782001-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7015,9391999-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7016,15231999-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7017,493222012-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7018,590792015-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7019,235912003-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7020,137472001-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7021,201582001-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
7022,497742012-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
7023,562172014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
7024,256532004-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7025,561512014-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7026,242842003-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7027,233842002-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7028,76151999-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7029,295732006-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7030,364472011-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7031,565792014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7032,113962001-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7033,224842001-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7034,218952001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7035,603622015-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7036,285352006-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7037,109172001-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7038,368342011-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
7039,283422006-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7040,293142006-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7041,540512014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7042,528532014-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7043,491052011-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
7044,514602013-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7045,238852003-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7046,215032001-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7047,502462012-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7048,118252001-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7049,246592004-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7050,290712006-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
7051,37521999-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
7052,614942016-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7053,28931999-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
7054,128562001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7055,345182009-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7056,195402001-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7057,195772001-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7058,94862001-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7059,20071999-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7060,156842001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7061,548972014-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7062,510412013-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7063,257652004-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
7064,608622016-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7065,318132008-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7066,115822001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7067,674052019-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7068,210452001-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
7069,573542014-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
7070,623252016-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7071,177742001-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
7072,499372012-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7073,112902001-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7074,113642001-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7075,336772009-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7076,608112016-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7077,197502001-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7078,267602005-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7079,338802009-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7080,506142013-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7081,210222001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7082,602102015-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7083,200652001-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7084,153712001-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7085,150932001-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7086,339412009-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
7087,583042014-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7088,149122001-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7089,71431999-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7090,550322014-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7091,616342016-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7092,366172011-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
7093,680452019-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7094,53611999-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7095,343242009-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
7096,24441999-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7097,534982014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
7098,589782015-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7099,63581999-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7100,72191999-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7101,609382016-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7102,220502001-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7103,333542008-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7104,86952000-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
7105,296862006-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7106,136502001-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7107,312842007-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7108,290712006-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
7109,640652017-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
7110,249332004-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7111,613062016-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
7112,557492014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7113,555092014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
7114,17171999-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7115,9361999-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7116,214242001-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7117,360162010-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7118,358712010-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
7119,630482017-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7120,100072001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
7121,17281999-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
