,user,komunikacyjne,mieszkanie,rolne,upraw,NNW,firm,OC,zwierzat,inne,na_zycie,grupowe,travel,<5000,<10000,<50000,<100000,+1000000,high,low,+100000
0,629632017-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
1,108532001-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
2,34971999-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
3,101332001-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
4,275732006-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
5,201822001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
6,626122017-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
7,295332006-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
8,579192014-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
9,4561999-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
10,343002009-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
11,58961999-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
12,561452014-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
13,293822006-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
14,597982015-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
15,114192001-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
16,183142001-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
17,266642005-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
18,332492008-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
19,298582006-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
20,623052016-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
21,547362014-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
22,302742007-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
23,515892013-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
24,498612012-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
25,558202014-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
26,542102014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
27,575102014-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
28,114252001-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
29,205372001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
30,281572006-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
31,569592014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
32,95292001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
33,44931999-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
34,623492016-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
35,541292014-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
36,609382016-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
37,571762014-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
38,62531999-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
39,342922009-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
40,200532001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
41,99762001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
42,198672001-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
43,524282014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
44,511672013-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
45,215132001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
46,211812001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
47,291962006-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
48,306792007-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
49,61561999-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
50,315422007-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
51,576662014-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
52,112832001-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
53,155692001-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
54,340252009-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
55,568672014-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
56,319752008-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
57,557322014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
58,677882019-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
59,212292001-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
60,27091999-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
61,343012009-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
62,44951999-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
63,89572000-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
64,584332014-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
65,627162017-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
66,235952003-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
67,484192011-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
68,537002014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
69,96672001-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
70,558322014-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
71,190082001-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
72,72851999-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
73,542792014-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
74,294032006-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
75,224202001-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
76,629672017-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
77,578222014-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
78,545872014-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
79,617132016-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
80,342592009-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
81,536432014-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
82,44951999-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
83,347222009-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
84,8071999-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
85,164252001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
86,227482002-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
87,224382001-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
88,291212006-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
89,295602006-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
90,264702005-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
91,89472000-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
92,103852001-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
93,512962013-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
94,15731999-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
95,85052000-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
96,160772001-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
97,115182001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
98,612492016-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
99,234372002-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
100,152372001-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
101,267722005-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
102,358432010-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
103,32231999-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
104,495622012-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
105,219552001-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
106,246432004-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
107,258792004-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
108,309182007-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
109,208042001-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
110,581432014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
111,261612005-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
112,117072001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
113,592192015-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
114,568102014-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
115,242492003-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
116,266412005-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
117,356972010-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
118,544012014-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
119,351832010-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
120,328322008-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
121,62531999-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
122,259852005-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
123,204982001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
124,673152019-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
125,98912001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
126,73231999-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
127,605352016-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
128,122172001-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
129,609752016-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
130,524082014-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
131,598172015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
132,355272010-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
133,369522011-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
134,578602014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
135,207072001-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
136,244282003-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
137,545872014-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
138,246262004-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
139,202882001-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
140,244142003-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
141,81361999-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
142,491822011-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
143,277392006-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
144,271592005-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
145,238852003-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
146,16121999-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
147,558322014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
148,650552018-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
149,256922004-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
150,257622004-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
151,109602001-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
152,497242012-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
153,140612001-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
154,497102012-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
155,206352001-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
156,569752014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
157,600332015-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
158,592052015-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
159,560742014-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
160,80871999-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
161,225102001-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
162,288102006-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
163,551452014-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
164,214012001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
165,188192001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
166,249382004-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
167,145052001-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
168,135532001-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
169,364872011-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
170,314942007-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
171,252262004-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
172,118862001-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
173,363232010-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
174,498912012-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
175,127932001-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
176,560742014-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
177,552372014-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
178,580862014-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
179,347812009-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
180,64061999-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
181,73931999-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
182,140182001-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
183,365432011-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
184,353892010-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
185,624342016-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
186,303482007-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
187,572672014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
188,257202004-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
189,290032006-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
190,571592014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
191,41421999-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
192,539172014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
193,567622014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
194,350292010-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
195,568332014-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
196,216902001-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
197,260122005-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
198,606202016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
199,575972014-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
200,362442010-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
201,309012007-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
202,324022008-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
203,319402008-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
204,232252002-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
205,236402003-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
206,294402006-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
207,364672011-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
208,269942005-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
209,289322006-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
210,647722018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
211,600082015-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
212,129472001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
213,304092007-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
214,215732001-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
215,243262003-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
216,546742014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
217,305902007-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
218,275312006-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
219,269742005-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
220,91682001-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
221,517992013-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
222,88732000-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
223,149452001-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
224,66691999-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
225,602942015-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
226,134632001-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
227,322982008-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
228,618902016-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
229,267892005-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
230,267742005-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
231,199382001-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
232,502042012-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
233,560382014-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
234,88042000-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
235,269762005-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
236,3121999-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
237,332712008-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
238,673352019-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
239,364012011-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
240,267912005-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
241,337682009-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
242,607222016-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
243,4561999-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
244,329232008-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
245,318752008-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
246,368602011-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
247,536192014-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
248,256492004-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
249,535752014-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
250,9481999-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
251,672912019-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
252,335022009-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
253,17471999-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
254,144312001-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
255,179792001-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
256,226422002-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
257,523422014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
258,100692001-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
259,12191999-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
260,265542005-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
261,309412007-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
262,18921999-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
263,164512001-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
264,92182001-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
265,136182001-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
266,281572006-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
267,538592014-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
268,86952000-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
269,279522006-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
270,296092006-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
271,679222019-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
272,598792015-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
273,32231999-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
274,500482012-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
275,53071999-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0
276,34621999-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
277,549802014-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
